"Zip
Code","Place
Name",State,County,Lat,Long
74082,Vera,OK,Washington,36.4501,-95.8814
71030,Gloster,LA,De Soto,32.1858,-93.801
13778,Greene,NY,Chenango,42.3401,-75.7342
40312,Clay City,KY,Powell,37.8524,-83.9309
78860,El Indio,TX,Maverick,28.5119,-100.3112
88418,Des Moines,NM,Union,36.7291,-103.8739
49006,Kalamazoo,MI,Kalamazoo,42.2922,-85.633
29543,Fork,SC,Dillon,34.2873,-79.2501
12117,Mayfield,NY,Fulton,43.1411,-74.2444
67657,Palco,KS,Rooks,39.2531,-99.5593
30139,Fairmount,GA,Gordon,34.4362,-84.6999
37744,Greeneville,TN,Greene,36.1683,-82.8548
79762,Odessa,TX,Ector,31.889,-102.3548
30172,Shannon,GA,Floyd,34.3333,-85.2337
4237,Hanover,ME,Oxford,44.4959,-70.7167
89178,Las Vegas,NV,Clark,35.9977,-115.2861
23939,Evergreen,VA,Appomattox,37.3185,-78.7658
35554,Eldridge,AL,Walker,33.9315,-87.6194
82215,Hartville,WY,Platte,42.3334,-104.7296
38119,Memphis,TN,Shelby,35.0821,-89.8501
99602,Holy Cross,AK,Yukon-Koyukuk (CA),62.1926,-159.8251
62843,Golden Gate,IL,Wayne,38.3645,-88.2075
52072,Saint Olaf,IA,Clayton,42.922,-91.3778
77326,Ace,TX,Polk,30.5209,-94.8221
5822,Barton,VT,Orleans,44.7395,-72.16
33618,Tampa,FL,Hillsborough,28.0763,-82.4852
37752,Harrogate,TN,Claiborne,36.5767,-83.6073
2269,Quincy,MA,Norfolk,42.2529,-71.0023
42653,Whitley City,KY,McCreary,36.7217,-84.4676
43106,Bloomingburg,OH,Fayette,39.6286,-83.4095
28409,Wilmington,NC,New Hanover,34.1663,-77.8723
61849,Homer,IL,Champaign,40.0346,-87.9627
19067,Morrisville,PA,Bucks,40.2084,-74.8291
76653,Kosse,TX,Limestone,31.3147,-96.6195
15690,Vandergrift,PA,Westmoreland,40.6418,-79.5399
38254,Samburg,TN,Obion,36.3791,-89.3538
48186,Westland,MI,Wayne,42.289,-83.3686
38851,Houston,MS,Chickasaw,33.9026,-88.967
46390,Wanatah,IN,LaPorte,41.3845,-86.8764
25726,Huntington,WV,Cabell,38.4134,-82.2774
23090,Lightfoot,VA,York,37.3407,-76.7544
30608,Athens,GA,Clarke,33.9443,-83.3891
45459,Dayton,OH,Montgomery,39.6464,-84.1717
75847,Kennard,TX,Houston,31.3384,-95.1541
64085,Richmond,MO,Ray,39.2793,-93.9792
1012,Chesterfield,MA,Hampshire,42.3923,-72.8256
13054,Durhamville,NY,Oneida,43.1579,-75.6714
33663,Tampa,FL,Hillsborough,27.872,-82.4388
62965,Muddy,IL,Saline,37.765,-88.5167
8064,New Lisbon,NJ,Burlington,39.9582,-74.6279
12307,Schenectady,NY,Schenectady,42.8047,-73.9363
76939,Knickerbocker,TX,Tom Green,31.2501,-100.592
15693,Whitney,PA,Westmoreland,40.2534,-79.4103
2297,Boston,MA,Suffolk,42.3584,-71.0598
13303,Ava,NY,Oneida,43.3445,-75.4509
47202,Columbus,IN,Bartholomew,39.2014,-85.9214
2908,Providence,RI,Providence,41.8383,-71.4377
18902,Doylestown,PA,Bucks,40.3477,-75.0968
70515,Basile,LA,Evangeline,30.4978,-92.5736
4917,Belgrade,ME,Kennebec,44.4688,-69.8606
78552,Harlingen,TX,Cameron,26.1831,-97.7468
57349,Howard,SD,Miner,44.0371,-97.5603
92082,Valley Center,CA,San Diego,33.249,-117.0122
30555,Mc Caysville,GA,Fannin,34.9739,-84.4291
25836,Eccles,WV,Raleigh,37.7792,-81.2635
67511,Albert,KS,Barton,38.4528,-99.0115
83112,Bedford,WY,Lincoln,42.8701,-110.9401
67871,Scott City,KS,Scott,38.4823,-100.9064
10979,Sterling Forest,NY,Orange,41.1823,-74.3184
53070,Oostburg,WI,Sheboygan,43.6229,-87.797
60404,Shorewood,IL,Will,41.5076,-88.2169
37040,Clarksville,TN,Montgomery,36.522,-87.349
30346,Atlanta,GA,DeKalb,33.9267,-84.3334
27623,Raleigh,NC,Wake,35.7977,-78.6253
20736,Owings,MD,Calvert,38.6955,-76.6061
49258,Mosherville,MI,Hillsdale,42.0603,-84.6594
88048,Mesquite,NM,Do?ña Ana,32.146,-106.6676
5737,Chittenden,VT,Rutland,43.7132,-72.9252
44671,Sandyville,OH,Tuscarawas,40.6442,-81.3653
41839,Mousie,KY,Knott,37.4331,-82.9018
4062,Windham,ME,Cumberland,43.7958,-70.4143
53221,Milwaukee,WI,Milwaukee,42.9549,-87.9447
76524,Eddy,TX,McLennan,31.3088,-97.2774
58230,Finley,ND,Steele,47.5306,-97.7442
33863,Nichols,FL,Polk,27.8903,-82.0315
29471,Reevesville,SC,Dorchester,33.1872,-80.6672
97819,Bridgeport,OR,Baker,44.4931,-117.7655
72182,Wright,AR,Jefferson,34.4291,-92.0599
80281,Denver,CO,Denver,39.7439,-104.9876
92309,Baker,CA,San Bernardino,35.3606,-116.0638
94309,Palo Alto,CA,Santa Clara,37.4419,-122.143
15961,Vintondale,PA,Cambria,40.4939,-78.9427
31824,Preston,GA,Webster,32.074,-84.5489
92612,Irvine,CA,Orange,33.6607,-117.8264
86440,Mohave Valley,AZ,Mohave,34.8929,-114.5951
36267,Millerville,AL,Clay,33.1808,-85.9418
43530,Jewell,OH,Defiance,41.3258,-84.2793
15474,Point Marion,PA,Fayette,39.7351,-79.899
14533,Piffard,NY,Livingston,42.8435,-77.8962
69032,Hayes Center,NE,Hayes,40.5173,-101.0252
31702,Albany,GA,Dougherty,31.5948,-84.1948
83342,Malta,ID,Cassia,42.2741,-113.3927
31743,De Soto,GA,Sumter,31.9502,-84.0271
40868,Stinnett,KY,Leslie,37.0883,-83.3907
32033,Elkton,FL,Saint Johns,29.7882,-81.462
65605,Aurora,MO,Lawrence,36.9709,-93.718
56376,Saint Martin,MN,Stearns,45.5019,-94.6689
4937,Fairfield,ME,Somerset,44.6463,-69.6802
98138,Seattle,WA,King,47.6062,-122.3321
70787,Weyanoke,LA,West Feliciana,30.9362,-91.4562
87109,Albuquerque,NM,Bernalillo,35.1506,-106.569
46142,Greenwood,IN,Johnson,39.6224,-86.149
33320,Fort Lauderdale,FL,Broward,26.1625,-80.2582
87153,Albuquerque,NM,Bernalillo,35.0443,-106.6729
30739,Rock Spring,GA,Walker,34.8065,-85.2415
31309,Fleming,GA,Liberty,31.8645,-81.4232
6370,Oakdale,CT,New London,41.4706,-72.1904
51104,Sioux City,IA,Woodbury,42.5254,-96.4005
13411,New Berlin,NY,Chenango,42.6224,-75.3474
49501,Grand Rapids,MI,Kent,42.9842,-85.6291
39861,Jakin,GA,Seminole,31.1824,-85.0121
20135,Bluemont,VA,Loudoun,39.0823,-77.8467
64028,Farley,MO,Platte,39.2839,-94.8302
62922,Creal Springs,IL,Williamson,37.6195,-88.8367
92142,San Diego,CA,San Diego,32.7153,-117.1573
46049,Kempton,IN,Tipton,40.2884,-86.2297
1984,Wenham,MA,Essex,42.6017,-70.8786
6256,North Windham,CT,Windham,41.7451,-72.1601
43201,Columbus,OH,Franklin,39.9952,-83.0047
78745,Austin,TX,Travis,30.2063,-97.7956
25638,Omar,WV,Logan,37.7557,-81.9996
92140,San Diego,CA,San Diego,32.7434,-117.2004
13308,Blossvale,NY,Oneida,43.2303,-75.6873
33884,Winter Haven,FL,Polk,27.981,-81.6736
59064,Pompeys Pillar,MT,Yellowstone,45.9838,-107.9154
33772,Seminole,FL,Pinellas,27.8466,-82.7954
93605,Big Creek,CA,Fresno,37.2032,-119.2492
79908,El Paso,TX,El Paso,31.8265,-106.3857
26531,Dellslow,WV,Monongalia,39.6053,-79.8958
30113,Buchanan,GA,Haralson,33.8283,-85.1506
23422,Pungoteague,VA,Accomack,37.6304,-75.8135
19119,Philadelphia,PA,Philadelphia,40.0547,-75.1866
77079,Houston,TX,Harris,29.7738,-95.598
25186,Smithers,WV,Fayette,38.1812,-81.3071
62258,Mascoutah,IL,St. Clair,38.4745,-89.7877
74074,Stillwater,OK,Payne,36.1043,-97.0609
50470,Rowan,IA,Wright,42.7596,-93.557
77087,Houston,TX,Harris,29.6876,-95.3011
76943,Ozona,TX,Crockett,30.7164,-101.2388
50593,Varina,IA,Pocahontas,42.6598,-94.8979
64507,Saint Joseph,MO,Buchanan,39.7551,-94.8173
84064,Randolph,UT,Rich,41.6563,-111.1856
63301,Saint Charles,MO,Saint Charles,38.8014,-90.5065
75684,Overton,TX,Rusk,32.269,-94.9529
73650,Hammon,OK,Roger Mills,35.6461,-99.4027
95497,The Sea Ranch,CA,Sonoma,38.7256,-123.4675
29943,Tillman,SC,Jasper,32.468,-81.1667
35210,Birmingham,AL,Jefferson,33.5452,-86.6655
28340,Fairmont,NC,Robeson,34.472,-79.1407
75608,Longview,TX,Gregg,32.5701,-94.8481
13204,Syracuse,NY,Onondaga,43.0444,-76.1758
32348,Perry,FL,Taylor,29.9665,-83.6594
38193,Memphis,TN,Shelby,35.2017,-89.9715
14464,Hamlin,NY,Monroe,43.3076,-77.927
86038,Mormon Lake,AZ,Coconino,34.9083,-111.463
56288,Spicer,MN,Kandiyohi,45.2241,-94.9116
54434,Jump River,WI,Taylor,45.353,-90.8012
36872,Valley,AL,Lee,32.5782,-85.349
26280,Mill Creek,WV,Randolph,38.7325,-79.9786
55402,Minneapolis,MN,Hennepin,44.9762,-93.2759
46806,Fort Wayne,IN,Allen,41.048,-85.1135
3254,Moultonborough,NH,Carroll,43.7281,-71.3922
89195,Las Vegas,NV,Clark,36.175,-115.1372
27260,High Point,NC,Guilford,35.954,-79.9884
50540,Fonda,IA,Pocahontas,42.6051,-94.8297
8902,North Brunswick,NJ,Middlesex,40.4538,-74.4823
27201,Alamance,NC,Alamance,36.0318,-79.4856
32899,Orlando,FL,Brevard,28.3067,-80.6862
25057,Deep Water,WV,Fayette,38.1268,-81.2637
33488,Boca Raton,FL,Palm Beach,26.3587,-80.0831
80935,Colorado Springs,CO,El Paso,38.8339,-104.8214
84738,Ivins,UT,Washington,37.179,-113.7066
83442,Rigby,ID,Jefferson,43.6715,-111.9005
29368,Mayo,SC,Spartanburg,35.084,-81.8598
46929,Flora,IN,Carroll,40.5445,-86.5016
58081,Wyndmere,ND,Richland,46.2891,-97.1289
65063,New Bloomfield,MO,Callaway,38.71,-92.083
75209,Dallas,TX,Dallas,32.8456,-96.826
98522,Adna,WA,Lewis,46.629,-123.0612
60037,Fort Sheridan,IL,Lake,42.2097,-87.8056
23824,Blackstone,VA,Nottoway,37.0916,-77.9851
13071,Genoa,NY,Cayuga,42.6746,-76.5418
12983,Saranac Lake,NY,Franklin,44.3243,-74.133
4294,Wilton,ME,Franklin,44.5928,-70.2281
23282,Richmond,VA,City of Richmond,37.5538,-77.4603
11716,Bohemia,NY,Suffolk,40.7678,-73.1163
33160,North Miami Beach,FL,Miami-Dade,25.9449,-80.1391
79922,El Paso,TX,El Paso,31.8218,-106.5732
90052,Los Angeles,CA,Los Angeles,34.0522,-118.2437
68788,West Point,NE,Cuming,41.845,-96.7318
30116,Carrollton,GA,Carroll,33.6045,-85.0499
15739,Ernest,PA,Indiana,40.678,-79.1657
77591,Texas City,TX,Galveston,29.3891,-94.9942
93712,Fresno,CA,Fresno,36.7464,-119.6397
79769,Odessa,TX,Ector,31.8457,-102.3676
94706,Albany,CA,Alameda,37.89,-122.2954
89504,Reno,NV,Washoe,39.5296,-119.8138
97486,Umpqua,OR,Douglas,43.3745,-123.5358
85234,Gilbert,AZ,Maricopa,33.3527,-111.7809
71333,Evergreen,LA,Avoyelles,30.9161,-92.067
55479,Minneapolis,MN,Hennepin,44.98,-93.2638
34489,Silver Springs,FL,Marion,29.2152,-82.0972
62554,Oreana,IL,Macon,39.9351,-88.8547
98279,Olga,WA,San Juan,48.6195,-122.8355
49807,Bark River,MI,Delta,45.6956,-87.2073
45356,Piqua,OH,Miami,40.1486,-84.2531
95030,Los Gatos,CA,Santa Clara,37.2296,-121.9834
40004,Bardstown,KY,Nelson,37.8083,-85.4613
78160,Stockdale,TX,Wilson,29.2319,-97.9351
61531,Farmington,IL,Fulton,40.6832,-90.035
92712,Santa Ana,CA,Orange,33.7496,-117.875
80530,Frederick,CO,Weld,40.0978,-104.9293
90296,Playa Del Rey,CA,Los Angeles,33.7866,-118.2987
83638,McCall,ID,Valley,44.8918,-116.0789
40143,Hardinsburg,KY,Breckinridge,37.7512,-86.4537
66767,Prescott,KS,Linn,38.0718,-94.7008
12815,Brant Lake,NY,Warren,43.6989,-73.7205
49701,Mackinaw City,MI,Cheboygan,45.7777,-84.7298
50301,Des Moines,IA,Polk,41.6727,-93.5722
57656,Timber Lake,SD,Dewey,45.3927,-101.0351
94545,Hayward,CA,Alameda,37.6332,-122.0971
56659,Max,MN,Itasca,47.6147,-94.068
14012,Barker,NY,Niagara,43.3368,-78.542
78560,La Joya,TX,Hidalgo,26.2426,-98.4747
40358,Olympia,KY,Bath,38.0849,-83.7008
88576,El Paso,TX,El Paso,31.6948,-106.3
2643,East Orleans,MA,Barnstable,41.7843,-69.962
78762,Austin,TX,Travis,30.3264,-97.7713
5152,Peru,VT,Bennington,43.2565,-72.8868
28737,Glenwood,NC,McDowell,35.7387,-82.0595
74640,Hunter,OK,Garfield,36.5603,-97.6425
17534,Intercourse,PA,Lancaster,40.0367,-76.1069
38101,Memphis,TN,Shelby,35.1495,-90.049
23126,Newtown,VA,King and Queen,37.9226,-77.1449
46980,Servia,IN,Wabash,40.9567,-85.7405
33598,Wimauma,FL,Hillsborough,27.7015,-82.3151
20178,Leesburg,VA,Loudoun,39.1157,-77.5636
30554,Lula,GA,Hall,34.3876,-83.6663
77575,Liberty,TX,Liberty,30.0946,-94.7378
49684,Traverse City,MI,Grand Traverse,44.694,-85.6763
15223,Pittsburgh,PA,Allegheny,40.5051,-79.9528
4007,Biddeford,ME,York,43.4581,-70.5053
92628,Costa Mesa,CA,Orange,33.6401,-117.9159
63377,Silex,MO,Lincoln,39.1166,-91.037
20625,Cobb Island,MD,Charles,38.262,-76.8502
80120,Littleton,CO,Arapahoe,39.5994,-105.0044
28339,Erwin,NC,Harnett,35.3287,-78.6859
7642,Hillsdale,NJ,Bergen,41.0069,-74.0426
48805,Okemos,MI,Ingham,42.5992,-84.372
85256,Scottsdale,AZ,Maricopa,33.4858,-111.8533
56140,Ihlen,MN,Pipestone,43.8955,-96.364
78748,Austin,TX,Travis,30.1743,-97.8225
53114,Darien,WI,Walworth,42.5973,-88.7508
98022,Enumclaw,WA,King,47.2665,-122.0314
82609,Casper,WY,Natrona,42.8406,-106.2806
71943,Glenwood,AR,Pike,34.3192,-93.5559
87827,Pie Town,NM,Catron,34.3243,-108.3682
12087,Hannacroix,NY,Greene,42.429,-73.8093
7757,Oceanport,NJ,Monmouth,40.3157,-74.0164
52076,Strawberry Point,IA,Clayton,42.6832,-91.5409
47117,Elizabeth,IN,Harrison,38.1244,-85.9589
60106,Bensenville,IL,DuPage,41.9501,-87.945
36141,Montgomery,AL,Montgomery,32.2334,-86.2085
65233,Boonville,MO,Cooper,38.9536,-92.745
7002,Bayonne,NJ,Hudson,40.6664,-74.1192
14037,Cowlesville,NY,Wyoming,42.8112,-78.4481
45219,Cincinnati,OH,Hamilton,39.127,-84.5131
98506,Olympia,WA,Thurston,47.1042,-122.87
31549,Lumber City,GA,Telfair,31.9251,-82.7073
36474,Red Level,AL,Covington,31.4399,-86.6121
98030,Kent,WA,King,47.3866,-122.2109
47462,Springville,IN,Lawrence,38.9507,-86.6139
78550,Harlingen,TX,Cameron,26.1951,-97.689
84736,Henrieville,UT,Garfield,37.5503,-111.9961
71922,Antoine,AR,Pike,34.0362,-93.4207
49696,Traverse City,MI,Grand Traverse,44.8162,-85.5751
8406,Ventnor City,NJ,Atlantic,39.346,-74.4723
65409,Rolla,MO,Phelps,37.9514,-91.7713
62418,Brownstown,IL,Fayette,38.9891,-88.9494
48114,Brighton,MI,Livingston,42.57,-83.7484
79545,Roscoe,TX,Nolan,32.4276,-100.5391
48657,Sanford,MI,Midland,43.7204,-84.3954
55353,Kimball,MN,Stearns,45.3436,-94.3028
60919,Cabery,IL,Ford,40.9819,-88.1921
81019,Colorado City,CO,Pueblo,37.9441,-104.8412
2761,North Attleboro,MA,Bristol,41.9834,-71.3328
56146,Kanaranzi,MN,Rock,43.5758,-96.0945
61311,Ancona,IL,Livingston,41.0426,-88.8642
29722,Lancaster,SC,Lancaster,34.7673,-80.6589
20032,Washington,DC,District of Columbia,38.8338,-76.9995
46404,Gary,IN,Lake,41.5899,-87.3732
71426,Fisher,LA,Sabine,31.4937,-93.4602
20794,Jessup,MD,Howard,39.1484,-76.7922
29475,Ruffin,SC,Colleton,33.0103,-80.8137
6483,Seymour,CT,New Haven,41.3862,-73.0817
17075,Newton Hamilton,PA,Mifflin,40.3931,-77.8316
77866,Millican,TX,Brazos,30.4491,-96.217
35442,Aliceville,AL,Pickens,33.1228,-88.1667
65053,Lohman,MO,Cole,38.5484,-92.3842
42339,Dunmor,KY,Muhlenberg,37.084,-87.0079
63935,Doniphan,MO,Ripley,36.6501,-90.8106
74075,Stillwater,OK,Payne,36.1396,-97.063
3261,Northwood,NH,Rockingham,43.207,-71.2004
47721,Evansville,IN,Vanderburgh,37.978,-87.6008
8247,Stone Harbor,NJ,Cape May,39.0533,-74.762
90247,Gardena,CA,Los Angeles,33.8925,-118.2961
2048,Mansfield,MA,Bristol,42.0212,-71.2178
29941,Sheldon,SC,Beaufort,32.5431,-80.8126
40807,Benham,KY,Harlan,36.9648,-82.9485
5740,East Middlebury,VT,Addison,43.9715,-73.0914
92371,Phelan,CA,San Bernardino,34.4449,-117.5196
64479,Ravenwood,MO,Nodaway,40.3579,-94.6805
18840,Sayre,PA,Bradford,41.9842,-76.5218
98527,Bay Center,WA,Pacific,46.6315,-123.9549
13681,Richville,NY,St. Lawrence,44.44,-75.3777
57457,Long Lake,SD,McPherson,45.8566,-99.2051
50022,Atlantic,IA,Cass,41.4003,-95.0101
98303,Anderson Island,WA,Pierce,47.1563,-122.7067
83313,Bellevue,ID,Blaine,43.4397,-114.2498
62510,Assumption,IL,Christian,39.5095,-89.0398
31136,Atlanta,GA,Fulton,33.7473,-84.3824
32808,Orlando,FL,Orange,28.5803,-81.4396
7418,Glenwood,NJ,Sussex,41.2356,-74.4885
23704,Portsmouth,VA,Portsmouth (city),36.8298,-76.3146
46014,Anderson,IN,Madison,40.1617,-85.7197
93558,Red Mountain,CA,San Bernardino,35.3479,-117.6214
97467,Reedsport,OR,Douglas,43.7023,-124.0968
41512,Ashcamp,KY,Pike,37.2589,-82.4613
70455,Robert,LA,Tangipahoa,30.5063,-90.3352
94541,Hayward,CA,Alameda,37.674,-122.0894
46526,Goshen,IN,Elkhart,41.5848,-85.8581
68626,Brainard,NE,Butler,41.1832,-96.9882
78212,San Antonio,TX,Bexar,29.4388,-98.4935
15672,New Stanton,PA,Westmoreland,40.2192,-79.6095
16617,Bellwood,PA,Blair,40.6039,-78.3372
81522,Gateway,CO,Mesa,38.6784,-108.9719
93647,Orosi,CA,Tulare,36.5464,-119.2815
35137,Saginaw,AL,Shelby,33.2063,-86.7812
27291,Leasburg,NC,Caswell,36.4151,-79.1942
58386,York,ND,Benson,48.2565,-99.6025
38638,Independence,MS,Tate,34.6959,-89.8288
23278,Richmond,VA,City of Richmond,37.5242,-77.4932
68104,Omaha,NE,Douglas,41.2919,-95.9999
34995,Stuart,FL,Martin,27.1754,-80.2415
75688,Scottsville,TX,Harrison,32.554,-94.2394
42088,Wingo,KY,Graves,36.6253,-88.7394
59105,Billings,MT,Yellowstone,45.9497,-108.599
68429,Reynolds,NE,Thayer,40.0598,-97.3806
75226,Dallas,TX,Dallas,32.7887,-96.7676
14139,South Wales,NY,Erie,42.7063,-78.5452
18327,Delaware Water Gap,PA,Monroe,40.9793,-75.143
99030,Rockford,WA,Spokane,47.4528,-117.1318
92138,San Diego,CA,San Diego,32.7153,-117.1573
10213,New York,NY,New York,40.7143,-74.006
18065,Neffs,PA,Lehigh,40.6967,-75.6116
24035,Roanoke,VA,Roanoke (city),37.2742,-79.9579
96093,Weaverville,CA,Trinity,40.7317,-122.9353
39455,Lumberton,MS,Lamar,31.0013,-89.4523
43222,Columbus,OH,Franklin,39.9576,-83.0311
2137,Readville,MA,Suffolk,42.2404,-71.137
25061,Drybranch,WV,Kanawha,38.2968,-81.5547
54941,Green Lake,WI,Green Lake,43.8444,-88.9685
85042,Phoenix,AZ,Maricopa,33.3794,-112.0283
91115,Pasadena,CA,Los Angeles,34.1478,-118.1445
59461,Lothair,MT,Toole,48.4717,-111.2322
66850,Elmdale,KS,Chase,38.3779,-96.6675
90814,Long Beach,CA,Los Angeles,33.7716,-118.148
50655,Maynard,IA,Fayette,42.7752,-91.8908
98035,Kent,WA,King,47.3809,-122.2348
79698,Abilene,TX,Taylor,32.4751,-99.7348
47616,Griffin,IN,Posey,38.2069,-87.9166
61817,Catlin,IL,Vermilion,40.0699,-87.7113
74878,Wanette,OK,Pottawatomie,34.9983,-97.0419
45221,Cincinnati,OH,Hamilton,39.1668,-84.5382
96105,Chilcoot,CA,Plumas,39.7977,-120.1396
80648,Nunn,CO,Weld,40.7265,-104.785
36671,Mobile,AL,Mobile,30.6589,-88.178
59728,Elliston,MT,Powell,46.5034,-112.4007
20712,Mount Rainier,MD,Prince George's,38.9431,-76.9652
3244,Hillsborough,NH,Hillsborough,43.1141,-71.8992
46283,Indianapolis,IN,Marion,39.7795,-86.1328
19193,Philadelphia,PA,Philadelphia,40.0018,-75.1179
79946,El Paso,TX,El Paso,31.7587,-106.4869
19967,Millville,DE,Sussex,38.5496,-75.1232
85118,Gold Canyon,AZ,Pinal,33.3284,-111.3502
79929,El Paso,TX,El Paso,31.6948,-106.3
15534,Buffalo Mills,PA,Bedford,39.922,-78.6996
5735,Castleton,VT,Rutland,43.6223,-73.1708
50214,Otley,IA,Marion,41.4518,-93.0348
83645,Midvale,ID,Washington,44.442,-116.7038
46325,Hammond,IN,Lake,41.4615,-87.3728
33730,Saint Petersburg,FL,Pinellas,27.7709,-82.6793
96805,Honolulu,HI,Honolulu,21.3062,-157.8585
46409,Gary,IN,Lake,41.5412,-87.3271
47366,New Lisbon,IN,Henry,39.8634,-85.263
8555,Roosevelt,NJ,Monmouth,40.2214,-74.4747
47459,Solsberry,IN,Greene,39.119,-86.7378
36766,Oak Hill,AL,Wilcox,31.947,-87.0745
94250,Sacramento,CA,Sacramento,38.5816,-121.4944
2145,Somerville,MA,Middlesex,42.3907,-71.0929
68046,Papillion,NE,Sarpy,41.1523,-96.0371
33072,Pompano Beach,FL,Broward,26.2335,-80.0924
59070,Roberts,MT,Carbon,45.3672,-109.1769
18370,Swiftwater,PA,Monroe,41.0879,-75.3483
13035,Cazenovia,NY,Madison,42.938,-75.8392
70431,Bush,LA,St. Tammany,30.6134,-89.9557
79501,Anson,TX,Jones,32.7489,-99.8953
32940,Melbourne,FL,Brevard,28.2061,-80.685
70529,Duson,LA,Lafayette,30.1912,-92.1525
60305,River Forest,IL,Cook,41.8951,-87.8159
54532,Heafford Junction,WI,Lincoln,45.5472,-89.7154
82512,Crowheart,WY,Fremont,43.3716,-109.296
6724,Waterbury,CT,New Haven,41.5582,-73.0515
40020,Fairfield,KY,Nelson,37.934,-85.3862
32902,Melbourne,FL,Brevard,28.0836,-80.6081
38455,Elkton,TN,Giles,35.0523,-86.8886
71601,Pine Bluff,AR,Jefferson,34.209,-91.9859
90266,Manhattan Beach,CA,Los Angeles,33.8896,-118.3996
49612,Alden,MI,Antrim,44.8779,-85.2241
53268,Milwaukee,WI,Milwaukee,43.0385,-87.9096
83404,Idaho Falls,ID,Bonneville,43.475,-112.0124
16837,Glen Richey,PA,Clearfield,40.9458,-78.475
55960,Oronoco,MN,Olmsted,44.1489,-92.485
76352,Bluegrove,TX,Clay,33.674,-98.23
68622,Bartlett,NE,Wheeler,41.8697,-98.5567
38331,Eaton,TN,Gibson,35.9693,-89.1319
47618,Inglefield,IN,Vanderburgh,38.1081,-87.5589
4903,Waterville,ME,Kennebec,44.5492,-69.7132
24004,Roanoke,VA,Roanoke (city),37.2742,-79.9579
1515,East Brookfield,MA,Worcester,42.2193,-72.0481
27563,Norlina,NC,Warren,36.4754,-78.1895
77436,Egypt,TX,Wharton,29.405,-96.2369
62833,Ellery,IL,Edwards,38.365,-88.1335
64746,Freeman,MO,Cass,38.6245,-94.4956
47988,Wallace,IN,Fountain,39.9865,-87.1477
37185,Waverly,TN,Humphreys,36.0997,-87.7991
16148,Hermitage,PA,Mercer,41.2326,-80.453
79032,Edmonson,TX,Hale,34.2789,-101.8941
55603,Finland,MN,Lake,47.4197,-91.2096
32762,Oviedo,FL,Seminole,28.7448,-81.2233
87125,Albuquerque,NM,Bernalillo,35.0443,-106.6729
83467,Salmon,ID,Lemhi,45.1571,-113.8784
55024,Farmington,MN,Dakota,44.6628,-93.1539
49887,Stephenson,MI,Menominee,45.4166,-87.6258
33306,Fort Lauderdale,FL,Broward,26.1656,-80.1118
4781,Wallagrass,ME,Aroostook,47.1295,-68.5973
93942,Monterey,CA,Monterey,36.6002,-121.8947
56540,Fertile,MN,Polk,47.5361,-96.2803
31604,Valdosta,GA,Lowndes,30.828,-83.2522
91506,Burbank,CA,Los Angeles,34.1717,-118.3231
76207,Denton,TX,Denton,33.2285,-97.1813
36581,Sunflower,AL,Washington,31.3696,-88.0122
90060,Los Angeles,CA,Los Angeles,34.0522,-118.2437
35805,Huntsville,AL,Madison,34.7059,-86.6165
29673,Piedmont,SC,Greenville,34.7244,-82.4702
80861,Vona,CO,Kit Carson,39.3236,-102.7393
88515,El Paso,TX,El Paso,31.6948,-106.3
55350,Hutchinson,MN,McLeod,44.8946,-94.3847
71253,Kilbourne,LA,West Carroll,32.9946,-91.3162
1534,Northbridge,MA,Worcester,42.1494,-71.6564
59927,Olney,MT,Flathead,48.5455,-114.592
73655,Lone Wolf,OK,Kiowa,34.9806,-99.2502
95521,Arcata,CA,Humboldt,40.8742,-124.0765
54926,Big Falls,WI,Waupaca,44.6178,-89.0166
31822,Pine Mountain,GA,Harris,32.8735,-84.896
83278,Stanley,ID,Custer,44.3714,-114.8561
5843,Hardwick,VT,Caledonia,44.507,-72.3638
86438,Yucca,AZ,Mohave,34.8722,-114.1494
40621,Frankfort,KY,Franklin,38.2009,-84.8733
45716,Buchtel,OH,Athens,39.462,-82.1818
65747,Shell Knob,MO,Barry,36.6167,-93.6249
49046,Delton,MI,Barry,42.5141,-85.4067
70836,Baton Rouge,LA,East Baton Rouge Parish,30.392,-91.0892
85061,Phoenix,AZ,Maricopa,33.4484,-112.074
3305,Concord,NH,Merrimack,43.2134,-71.5172
78778,Austin,TX,Travis,30.3264,-97.7713
14619,Rochester,NY,Monroe,43.1367,-77.6481
53209,Milwaukee,WI,Milwaukee,43.1188,-87.9478
45692,Wellston,OH,Jackson,39.1189,-82.5485
97017,Colton,OR,Clackamas,45.1573,-122.4248
36576,Silverhill,AL,Baldwin,30.5222,-87.7457
97214,Portland,OR,Multnomah,45.5142,-122.6364
27847,Kelford,NC,Bertie,36.1871,-77.1898
43682,Toledo,OH,Lucas,41.6868,-83.4394
52205,Anamosa,IA,Jones,42.1078,-91.2851
10704,Yonkers,NY,Westchester,40.9176,-73.8593
92317,Blue Jay,CA,San Bernardino,34.2112,-117.0796
85635,Sierra Vista,AZ,Cochise,31.5365,-110.2666
41086,Sparta,KY,Gallatin,38.7256,-84.8813
49102,Berrien Center,MI,Berrien,41.9484,-86.285
15030,Creighton,PA,Allegheny,40.5821,-79.7818
55426,Minneapolis,MN,Hennepin,44.955,-93.3829
97420,Coos Bay,OR,Coos,43.2151,-124.1984
