State,Long,"Place
Name",County,Lat,"Zip
Code"
NY,-73.645,Paradox,Essex,43.8914,12858
NY,-73.8839,Porter Corners,Saratoga,43.1724,12859
NY,-73.8193,Pottersville,Warren,43.7312,12860
NY,-73.4123,Putnam Station,Washington,43.756,12861
NY,-73.9325,Riparius,Warren,43.6754,12862
NY,-73.9215,Rock City Falls,Saratoga,43.0662,12863
NY,-74.4569,Sabael,Hamilton,43.6676,12864
NY,-73.3327,Salem,Washington,43.1828,12865
NY,-73.7408,Saratoga Springs,Saratoga,43.0708,12866
NY,-73.7674,Schroon Lake,Essex,43.8412,12870
NY,-73.6007,Schuylerville,Saratoga,43.0878,12871
NY,-73.7304,Severance,Essex,43.8759,12872
NY,-73.3231,Shushan,Washington,43.1106,12873
NY,-73.5071,Silver Bay,Warren,43.6978,12874
NY,-73.9495,Stony Creek,Warren,43.4214,12878
NY,-74.1662,Newcomb,Essex,43.9697,12879
NY,-73.4426,Ticonderoga,Essex,43.8463,12883
NY,-73.5917,Victory Mills,Saratoga,43.0884,12884
NY,-73.792,Warrensburg,Warren,43.5003,12885
NY,-73.9364,Wevertown,Warren,43.6313,12886
NY,-73.3864,Whitehall,Washington,43.5531,12887
NY,-73.466,Plattsburgh,Clinton,44.6927,12901
NY,-73.4474,Plattsburgh,Clinton,44.6854,12903
NY,-73.6408,Altona,Clinton,44.8816,12910
NY,-73.4719,Keeseville,Clinton,44.5281,12911
NY,-73.6857,Au Sable Forks,Clinton,44.4499,12912
NY,-74.0829,Bloomingdale,Essex,44.3985,12913
NY,-74.5947,Bombay,Franklin,44.9479,12914
NY,-74.0335,Brainardsville,Franklin,44.8578,12915
NY,-74.5223,Brushton,Franklin,44.8282,12916
NY,-74.1731,Burke,Franklin,44.9177,12917
NY,-73.6702,Cadyville,Clinton,44.6862,12918
NY,-73.4466,Champlain,Clinton,44.9773,12919
NY,-74.0741,Chateaugay,Franklin,44.9088,12920
NY,-73.4501,Chazy,Clinton,44.8884,12921
NY,-74.6759,Childwold,St. Lawrence,44.2867,12922
NY,-73.9355,Churubusco,Clinton,44.9432,12923
NY,-73.5843,Keeseville,Clinton,44.4777,12924
NY,-74.3297,Constable,Franklin,44.9417,12926
NY,-74.8581,Cranberry Lake,St. Lawrence,44.229,12927
NY,-73.4665,Crown Point,Essex,43.9526,12928
NY,-73.7192,Dannemora,Clinton,44.72,12929
NY,-74.5523,Dickinson Center,Franklin,44.7233,12930
NY,-73.6011,Elizabethtown,Essex,44.2245,12932
NY,-73.9633,Ellenburg,Clinton,44.882,12933
NY,-73.8685,Ellenburg Center,Clinton,44.8444,12934
NY,-73.7876,Ellenburg Depot,Clinton,44.9163,12935
NY,-73.3731,Essex,Essex,44.2807,12936
NY,-74.4929,Fort Covington,Franklin,44.9731,12937
NY,-74.181,Gabriels,Franklin,44.432,12939
NY,-73.7247,Jay,Essex,44.3734,12941
NY,-73.7915,Keene,Essex,44.2555,12942
NY,-73.7731,Keene Valley,Essex,44.2024,12943
NY,-73.4745,Keeseville,Essex,44.4999,12944
NY,-74.2381,Lake Clear,Franklin,44.3375,12945
NY,-73.982,Lake Placid,Essex,44.2796,12946
NY,-74.6604,Lawrenceville,St. Lawrence,44.7469,12949
NY,-73.5491,Lewis,Essex,44.3075,12950
NY,-73.9195,Lyon Mountain,Clinton,44.7255,12952
NY,-74.2928,Malone,Franklin,44.8482,12953
NY,-73.973,Lyon Mountain,Clinton,44.8043,12955
NY,-73.5236,Mineville,Essex,44.0876,12956
NY,-74.5603,Moira,Franklin,44.8504,12957
NY,-73.5834,Mooers,Clinton,44.9592,12958
NY,-73.673,Mooers Forks,Clinton,44.9602,12959
NY,-73.5079,Moriah,Essex,44.0438,12960
NY,-73.5098,Moriah Center,Essex,44.0612,12961
NY,-73.5772,Morrisonville,Clinton,44.6894,12962
NY,-73.6059,New Russia,Essex,44.1595,12964
NY,-74.6805,Nicholville,St. Lawrence,44.703,12965
NY,-74.4191,North Bangor,Franklin,44.8532,12966
NY,-74.6653,North Lawrence,St. Lawrence,44.775,12967
NY,-74.1342,Owls Head,Franklin,44.7308,12969
NY,-74.2664,Paul Smiths,Franklin,44.445,12970
NY,-73.5293,Peru,Clinton,44.5851,12972
NY,-74.556,Piercefield,St. Lawrence,44.2343,12973
NY,-73.4705,Port Henry,Essex,44.0465,12974
NY,-73.4092,Port Kent,Essex,44.5264,12975
NY,-74.1729,Rainbow Lake,Franklin,44.467,12976
NY,-74.0795,Ray Brook,Essex,44.2802,12977
NY,-73.8087,Redford,Clinton,44.6164,12978
NY,-73.3691,Rouses Point,Clinton,44.9884,12979
NY,-74.5155,Saint Regis Falls,Franklin,44.6578,12980
NY,-73.7481,Saranac,Clinton,44.7032,12981
NY,-74.133,Saranac Lake,Franklin,44.3243,12983
NY,-73.5579,Schuyler Falls,Clinton,44.6287,12985
NY,-74.4905,Tupper Lake,Franklin,44.232,12986
NY,-73.7757,Upper Jay,Essex,44.3364,12987
NY,-74.0573,Vermontville,Franklin,44.4601,12989
NY,-73.5112,West Chazy,Clinton,44.797,12992
NY,-73.4702,Westport,Essex,44.205,12993
NY,-74.2523,Whippleville,Franklin,44.8057,12995
NY,-73.3963,Willsboro,Essex,44.3604,12996
NY,-73.8431,Wilmington,Essex,44.3755,12997
NY,-73.5306,Witherbee,Essex,44.0827,12998
NY,-76.0724,Apulia Station,Onondaga,42.8187,13020
NY,-76.5626,Auburn,Cayuga,42.93,13021
NY,-76.5661,Auburn,Cayuga,42.9317,13022
NY,-76.5096,Auburn,Cayuga,43.1634,13024
NY,-76.6775,Aurora,Cayuga,42.7472,13026
NY,-76.3237,Baldwinsville,Onondaga,43.162,13027
NY,-75.9373,Bernhards Bay,Oswego,43.2717,13028
NY,-76.1351,Brewerton,Onondaga,43.2252,13029
NY,-75.97,Bridgeport,Onondaga,43.159,13030
NY,-76.2807,Camillus,Onondaga,43.0417,13031
NY,-75.7602,Canastota,Madison,43.0878,13032
NY,-76.5648,Cato,Cayuga,43.1794,13033
NY,-76.7024,Cayuga,Cayuga,42.9142,13034
NY,-75.8392,Cazenovia,Madison,42.938,13035
NY,-76.1849,Central Square,Oswego,43.309,13036
NY,-75.8768,Chittenango,Madison,43.0552,13037
NY,-76.0962,Cicero,Onondaga,43.1707,13039
NY,-75.903,Cincinnatus,Cortland,42.5385,13040
NY,-76.1707,Clay,Onondaga,43.1737,13041
NY,-75.8537,Cleveland,Oswego,43.2432,13042
NY,-75.7408,Clockville,Madison,43.042,13043
NY,-76.0042,Constantia,Oswego,43.2728,13044
NY,-76.1857,Cortland,Cortland,42.5952,13045
NY,-75.9135,Delphi Falls,Onondaga,42.8765,13051
NY,-75.8582,De Ruyter,Madison,42.7494,13052
NY,-76.2872,Dryden,Tompkins,42.4861,13053
NY,-75.6714,Durhamville,Oneida,43.1579,13054
NY,-76.1052,East Homer,Cortland,42.6772,13056
NY,-76.0558,East Syracuse,Onondaga,43.0734,13057
NY,-76.4352,Elbridge,Onondaga,43.0252,13060
NY,-75.7543,Erieville,Madison,42.8562,13061
NY,-76.3835,Etna,Tompkins,42.4851,13062
NY,-75.9836,Fabius,Onondaga,42.8531,13063
NY,-76.2004,Fair Haven,Oswego,43.4313,13064
NY,-76.802,Fayette,Seneca,42.8227,13065
NY,-76.0145,Fayetteville,Onondaga,43.0268,13066
NY,-76.3636,Freeville,Tompkins,42.4998,13068
NY,-76.4034,Fulton,Oswego,43.3211,13069
NY,-76.5418,Genoa,Cayuga,42.6746,13071
NY,-75.7443,Georgetown,Madison,42.7631,13072
NY,-76.3633,Groton,Tompkins,42.5855,13073
NY,-76.546,Hannibal,Oswego,43.3111,13074
NY,-76.1477,Hastings,Oswego,43.3527,13076
NY,-76.1878,Homer,Cortland,42.6726,13077
NY,-76.0766,Jamesville,Onondaga,42.983,13078
NY,-76.4598,Jordan,Onondaga,43.0651,13080
NY,-76.6216,King Ferry,Cayuga,42.6635,13081
NY,-75.955,Kirkville,Onondaga,43.0981,13082
NY,-76.0503,Lacona,Oswego,43.6429,13083
NY,-76.1061,La Fayette,Onondaga,42.891,13084
NY,-76.1561,Little York,Cortland,42.707,13087
NY,-76.187,Liverpool,Onondaga,43.1099,13088
NY,-76.1977,Liverpool,Onondaga,43.0214,13089
NY,-76.2235,Liverpool,Onondaga,43.1528,13090
NY,-76.4154,Locke,Cayuga,42.6558,13092
NY,-76.3858,Lycoming,Oswego,43.4987,13093
NY,-76.082,Mc Graw,Cortland,42.5948,13101
NY,-76.2927,Mc Lean,Tompkins,42.5542,13102
NY,-76.0964,Mallory,Oswego,43.3399,13103
NY,-75.9703,Manlius,Onondaga,42.9904,13104
NY,-76.1534,Maple View,Oswego,43.4578,13107
NY,-76.3323,Marcellus,Onondaga,42.9821,13108
NY,-76.2806,Marietta,Onondaga,42.8974,13110
NY,-76.6289,Martville,Cayuga,43.2661,13111
NY,-76.403,Memphis,Onondaga,43.0934,13112
NY,-76.5369,Meridian,Cayuga,43.1656,13113
NY,-76.2446,Mexico,Oswego,43.4605,13114
NY,-76.4824,Minetto,Oswego,43.3977,13115
NY,-76.0098,Minoa,Onondaga,43.0772,13116
NY,-76.7033,Montezuma,Cayuga,43.0101,13117
NY,-76.399,Moravia,Cayuga,42.7355,13118
NY,-76.4408,Mottville,Onondaga,42.9745,13119
NY,-76.1529,Nedrow,Onondaga,42.9559,13120
NY,-76.315,New Haven,Oswego,43.4834,13121
NY,-75.8635,New Woodstock,Madison,42.8441,13122
NY,-75.7769,North Bay,Oneida,43.2364,13123
NY,-75.8164,North Pitcher,Chenango,42.6372,13124
NY,-76.4613,Oswego,Oswego,43.4394,13126
NY,-76.1,Parish,Oswego,43.4153,13131
NY,-76.2395,Pennellville,Oswego,43.2609,13132
NY,-75.6794,Peterboro,Madison,42.9686,13134
NY,-76.3064,Phoenix,Oswego,43.2468,13135
NY,-75.8465,Pitcher,Chenango,42.5969,13136
NY,-76.447,Plainville,Onondaga,43.1577,13137
NY,-76.0265,Pompey,Onondaga,42.8927,13138
NY,-76.6285,Poplar Ridge,Cayuga,42.7421,13139
NY,-76.6449,Port Byron,Cayuga,43.0427,13140
NY,-76.2141,Preble,Cortland,42.795,13141
NY,-76.1252,Pulaski,Oswego,43.5562,13142
NY,-76.7146,Red Creek,Wayne,43.2291,13143
NY,-76.0029,Richland,Oswego,43.5776,13144
NY,-76.1264,Sandy Creek,Oswego,43.6517,13145
NY,-76.7565,Savannah,Wayne,43.0934,13146
NY,-76.5862,Scipio Center,Cayuga,42.7708,13147
NY,-76.7925,Seneca Falls,Seneca,42.9094,13148
NY,-76.4052,Skaneateles,Onondaga,42.9258,13152
NY,-76.456,Skaneateles Falls,Onondaga,42.9931,13153
NY,-76.7656,South Butler,Wayne,43.1344,13154
NY,-75.7669,South Otselic,Chenango,42.6626,13155
NY,-76.6747,Sterling,Cayuga,43.3296,13156
NY,-75.7305,Sylvan Beach,Oneida,43.1965,13157
NY,-76.0189,Truxton,Cortland,42.7085,13158
NY,-76.1394,Tully,Onondaga,42.807,13159
NY,-76.674,Union Springs,Cayuga,42.8335,13160
NY,-75.7126,Verona Beach,Oneida,43.1885,13162
NY,-75.7069,Wampsville,Madison,43.0753,13163
NY,-76.2904,Warners,Onondaga,43.0932,13164
NY,-76.8755,Waterloo,Seneca,42.9045,13165
NY,-76.5425,Weedsport,Cayuga,43.0489,13166
NY,-76.0797,West Monroe,Oswego,43.2882,13167
NY,-76.1474,Syracuse,Onondaga,43.0481,13201
NY,-76.1489,Syracuse,Onondaga,43.041,13202
NY,-76.1369,Syracuse,Onondaga,43.0607,13203
NY,-76.1758,Syracuse,Onondaga,43.0444,13204
NY,-76.1452,Syracuse,Onondaga,43.0123,13205
NY,-76.1102,Syracuse,Onondaga,43.0677,13206
NY,-76.165,Syracuse,Onondaga,43.0195,13207
NY,-76.1486,Syracuse,Onondaga,43.073,13208
NY,-76.2405,Syracuse,Onondaga,43.0847,13209
NY,-76.1282,Syracuse,Onondaga,43.0354,13210
NY,-76.1195,Syracuse,Onondaga,43.1036,13211
NY,-76.1284,Syracuse,Onondaga,43.1226,13212
NY,-76.0722,Syracuse,Onondaga,43.0397,13214
NY,-76.2276,Syracuse,Onondaga,42.9722,13215
NY,-76.1977,Syracuse,Onondaga,43.0214,13217
NY,-76.1977,Syracuse,Onondaga,43.0214,13218
NY,-76.2262,Syracuse,Onondaga,43.0409,13219
NY,-76.1282,Syracuse,Onondaga,43.1234,13220
NY,-76.1474,Syracuse,Onondaga,43.0481,13221
NY,-76.1046,Syracuse,Onondaga,43.0421,13224
NY,-76.1977,Syracuse,Onondaga,43.0214,13225
NY,-76.1526,Syracuse,Onondaga,43.0559,13235
NY,-76.1396,Syracuse,Onondaga,43.0377,13244
NY,-76.1977,Syracuse,Onondaga,43.0214,13250
NY,-76.1977,Syracuse,Onondaga,43.0214,13251
NY,-76.1567,Syracuse,Onondaga,43.051,13252
NY,-76.1474,Syracuse,Onondaga,43.0481,13261
NY,-76.1714,Syracuse,Onondaga,43.0676,13290
NY,-75.2137,Alder Creek,Oneida,43.4157,13301
NY,-75.9719,Altmar,Oswego,43.497,13302
NY,-75.4509,Ava,Oneida,43.3445,13303
NY,-75.1612,Barneveld,Oneida,43.2237,13304
NY,-75.4274,Beaver Falls,Lewis,43.887,13305
NY,-75.6873,Blossvale,Oneida,43.2303,13308
NY,-75.344,Boonville,Oneida,43.4786,13309
NY,-75.5678,Bouckville,Madison,42.894,13310
NY,-75.2921,Brantingham,Lewis,43.6887,13312
NY,-75.2672,Bridgewater,Oneida,42.8792,13313
NY,-75.3177,Brookfield,Madison,42.8128,13314
NY,-75.169,Burlington Flats,Otsego,42.7516,13315
NY,-75.7543,Camden,Oneida,43.3392,13316
NY,-74.5956,Canajoharie,Montgomery,42.8671,13317
NY,-75.2607,Cassville,Oneida,42.9069,13318
NY,-75.2656,Chadwicks,Oneida,43.0226,13319
NY,-74.7444,Cherry Valley,Otsego,42.7823,13320
NY,-75.3796,Clark Mills,Oneida,43.0923,13321
NY,-75.251,Clayville,Oneida,42.9801,13322
NY,-75.3808,Clinton,Oneida,43.0586,13323
NY,-74.9977,Cold Brook,Herkimer,43.3024,13324
NY,-75.4584,Constableville,Lewis,43.563,13325
NY,-74.9243,Cooperstown,Otsego,42.7005,13326
NY,-75.3542,Croghan,Lewis,43.9095,13327
NY,-75.4383,Deansboro,Oneida,42.9818,13328
NY,-74.7643,Dolgeville,Herkimer,43.1042,13329
NY,-74.8862,Eagle Bay,Herkimer,43.8167,13331
NY,-75.5589,Earlville,Chenango,42.7197,13332
NY,-74.8233,East Springfield,Otsego,42.8336,13333
NY,-75.6314,Eaton,Madison,42.8484,13334
NY,-75.2438,Edmeston,Otsego,42.6979,13335
NY,-74.9869,Fly Creek,Otsego,42.7252,13337
NY,-75.1787,Forestport,Oneida,43.4737,13338
NY,-74.6433,Fort Plain,Montgomery,42.9372,13339
NY,-75.1072,Frankfort,Herkimer,43.044,13340
NY,-75.3962,Franklin Springs,Oneida,43.0361,13341
NY,-75.1866,Garrattsville,Otsego,42.6315,13342
NY,-75.3669,Glenfield,Lewis,43.7323,13343
NY,-75.3302,Greig,Lewis,43.6886,13345
NY,-75.5434,Hamilton,Madison,42.8231,13346
NY,-75.055,Hartwick,Otsego,42.695,13348
NY,-74.9876,Herkimer,Herkimer,43.0307,13350
NY,-75.1169,Hinckley,Oneida,43.3126,13352
NY,-74.74,Hoffmeister,Hamilton,43.3915,13353
NY,-75.2535,Holland Patent,Oneida,43.2484,13354
NY,-75.4367,Hubbardsville,Madison,42.8237,13355
NY,-75.0484,Ilion,Herkimer,43.0064,13357
NY,-74.7846,Inlet,Hamilton,43.748,13360
NY,-74.9515,Jordanville,Herkimer,42.9148,13361
NY,-75.5186,Knoxboro,Oneida,42.9803,13362
NY,-75.5055,Lee Center,Oneida,43.3148,13363
NY,-75.2527,Leonardsville,Madison,42.8087,13364
NY,-74.8606,Little Falls,Herkimer,43.0474,13365
NY,-75.4156,Lowville,Lewis,43.7893,13367
NY,-75.3553,Lyons Falls,Lewis,43.6262,13368
NY,-75.6882,Mc Connellsville,Oneida,43.2672,13401
NY,-75.5076,Madison,Madison,42.8969,13402
NY,-75.2783,Marcy,Oneida,43.1639,13403
NY,-75.4696,Martinsburg,Lewis,43.7376,13404
NY,-74.924,Middleville,Herkimer,43.1369,13406
NY,-74.9853,Mohawk,Herkimer,42.99,13407
NY,-75.6487,Morrisville,Madison,42.9108,13408
NY,-75.594,Munnsville,Madison,42.9863,13409
NY,-74.6117,Nelliston,Montgomery,42.9379,13410
NY,-75.3474,New Berlin,Chenango,42.6224,13411
NY,-75.2906,New Hartford,Oneida,43.0654,13413
NY,-75.1957,New Lisbon,Otsego,42.5904,13415
NY,-74.9861,Newport,Herkimer,43.18,13416
NY,-75.2937,New York Mills,Oneida,43.1,13417
NY,-75.3815,North Brookfield,Madison,42.8501,13418
NY,-74.8935,Old Forge,Herkimer,43.7435,13420
NY,-75.6508,Oneida,Madison,43.0862,13421
NY,-75.3434,Oriskany,Oneida,43.1524,13424
NY,-75.4838,Oriskany Falls,Oneida,42.9576,13425
NY,-75.9968,Orwell,Oswego,43.5628,13426
NY,-74.5708,Palatine Bridge,Montgomery,42.9221,13428
NY,-75.0731,Poland,Herkimer,43.2115,13431
NY,-75.3263,Port Leyden,Lewis,43.5802,13433
NY,-75.1502,Prospect,Oneida,43.3052,13435
NY,-74.6574,Raquette Lake,Hamilton,43.8131,13436
NY,-75.8242,Redfield,Oswego,43.5658,13437
NY,-75.1616,Remsen,Oneida,43.3385,13438
NY,-74.9716,Richfield Springs,Otsego,42.8402,13439
NY,-75.4498,Rome,Oneida,43.2193,13440
NY,-75.4083,Rome,Oneida,43.2264,13441
NY,-75.4557,Rome,Oneida,43.2128,13442
NY,-75.478,Rome,Oneida,43.2393,13449
NY,-74.8025,Roseboom,Otsego,42.708,13450
NY,-74.646,Saint Johnsville,Montgomery,43.017,13452
NY,-74.7809,Salisbury Center,Herkimer,43.1625,13454
NY,-75.3545,Sangerfield,Oneida,42.9162,13455
NY,-75.2626,Sauquoit,Oneida,43.0073,13456
NY,-75.0485,Schuyler Lake,Otsego,42.7758,13457
NY,-74.5919,Sharon Springs,Schoharie,42.7634,13459
NY,-75.483,Sherburne,Chenango,42.6859,13460
NY,-75.599,Sherrill,Oneida,43.0704,13461
NY,-75.6121,Smyrna,Chenango,42.6896,13464
NY,-75.5177,Solsville,Madison,42.9106,13465
NY,-74.859,Springfield Center,Otsego,42.8388,13468
NY,-75.2899,Stittville,Oneida,43.2229,13469
NY,-74.6768,Stratford,Fulton,43.1791,13470
NY,-75.6027,Taberg,Oneida,43.3366,13471
NY,-75.0018,Thendara,Herkimer,43.7001,13472
NY,-75.4132,Turin,Lewis,43.6441,13473
NY,-74.8276,Van Hornesville,Herkimer,42.8951,13475
NY,-75.5627,Vernon,Oneida,43.0945,13476
NY,-75.521,Vernon Center,Oneida,43.0443,13477
NY,-75.5724,Verona,Oneida,43.1473,13478
NY,-75.2716,Washington Mills,Oneida,43.0538,13479
NY,-75.3815,Waterville,Oneida,42.9332,13480
NY,-75.1849,West Burlington,Otsego,42.7043,13482
NY,-75.8226,Westdale,Oneida,43.4117,13483
NY,-75.656,West Eaton,Madison,42.8545,13484
NY,-75.3149,West Edmeston,Otsego,42.7868,13485
NY,-75.3151,Westernville,Oneida,43.3294,13486
NY,-74.7653,Westford,Otsego,42.6809,13488
NY,-75.5127,West Leyden,Lewis,43.4597,13489
NY,-75.4533,Westmoreland,Oneida,43.1017,13490
NY,-75.1835,West Winfield,Herkimer,42.8826,13491
NY,-75.3095,Whitesboro,Oneida,43.1158,13492
NY,-75.9044,Williamstown,Oswego,43.4106,13493
NY,-75.1428,Woodgate,Oneida,43.5249,13494
NY,-75.2756,Yorkville,Oneida,43.1116,13495
NY,-75.2315,Utica,Oneida,43.0871,13501
NY,-75.2314,Utica,Oneida,43.1067,13502
NY,-75.2312,Utica,Oneida,43.1019,13503
NY,-75.2327,Utica,Oneida,43.1009,13504
NY,-75.2327,Utica,Oneida,43.1009,13505
NY,-75.2327,Utica,Oneida,43.1009,13599
NY,-75.9122,Watertown,Jefferson,43.9743,13601
NY,-75.754,Fort Drum,Jefferson,44.0354,13602
NY,-75.8967,Watertown,Jefferson,43.9087,13603
NY,-76.049,Adams,Jefferson,43.8062,13605
NY,-76.0041,Adams Center,Jefferson,43.8631,13606
NY,-75.9177,Alexandria Bay,Jefferson,44.3359,13607
NY,-75.6005,Antwerp,Jefferson,44.2358,13608
NY,-76.1259,Belleville,Jefferson,43.778,13611
NY,-75.7958,Black River,Jefferson,44.0042,13612
NY,-74.7473,Brasher Falls,St. Lawrence,44.8467,13613
NY,-75.6722,Brier Hill,St. Lawrence,44.5525,13614
NY,-75.9841,Brownville,Jefferson,44.007,13615
NY,-75.8499,Calcium,Jefferson,44.0265,13616
NY,-75.1628,Canton,St. Lawrence,44.5924,13617
NY,-76.3164,Cape Vincent,Jefferson,44.1244,13618
NY,-75.6013,Carthage,Jefferson,43.9791,13619
NY,-75.4604,Castorland,Lewis,43.8843,13620
NY,-75.073,Chase Mills,St. Lawrence,44.8672,13621
NY,-76.1232,Chaumont,Jefferson,44.0848,13622
NY,-75.7569,Chippewa Bay,St. Lawrence,44.442,13623
NY,-76.062,Clayton,Jefferson,44.1442,13624
NY,-74.9327,Colton,St. Lawrence,44.5016,13625
NY,-75.6839,Copenhagen,Lewis,43.8801,13626
NY,-75.5891,Deer River,Lewis,43.9298,13627
NY,-75.6838,Deferiet,Jefferson,44.0356,13628
NY,-75.2871,De Kalb Junction,St. Lawrence,44.4896,13630
NY,-75.5824,Denmark,Lewis,43.8998,13631
NY,-76.0616,Depauville,Jefferson,44.1395,13632
NY,-75.4772,De Peyster,St. Lawrence,44.4989,13633
NY,-76.065,Dexter,Jefferson,44.0069,13634
NY,-75.2522,Edwards,St. Lawrence,44.311,13635
NY,-76.1165,Ellisburg,Jefferson,43.7434,13636
NY,-75.8305,Evans Mills,Jefferson,44.0817,13637
NY,-75.7524,Felts Mills,Jefferson,44.0204,13638
NY,-75.1379,Fine,St. Lawrence,44.2541,13639
NY,-76.0172,Wellesley Island,Jefferson,44.3213,13640
NY,-76.0049,Fishers Landing,Jefferson,44.2752,13641
NY,-75.4651,Gouverneur,St. Lawrence,44.3283,13642
NY,-75.7284,Great Bend,Jefferson,44.0147,13643
NY,-75.4463,Hailesboro,St. Lawrence,44.3101,13645
NY,-75.6727,Hammond,St. Lawrence,44.4502,13646
NY,-74.9732,Hannawa Falls,St. Lawrence,44.6087,13647
NY,-75.3252,Harrisville,Lewis,44.1613,13648
NY,-74.7068,Helena,St. Lawrence,44.9217,13649
NY,-76.2352,Henderson,Jefferson,43.8467,13650
NY,-76.1809,Henderson Harbor,Jefferson,43.8708,13651
NY,-75.1987,Hermon,St. Lawrence,44.4448,13652
NY,-75.4203,Heuvelton,St. Lawrence,44.593,13654
NY,-74.6626,Hogansburg,Franklin,44.9825,13655
NY,-75.9569,La Fargeville,Jefferson,44.1987,13656
NY,-76.043,Limerick,Jefferson,44.0292,13657
NY,-75.2694,Lisbon,St. Lawrence,44.7184,13658
NY,-75.9053,Lorraine,Jefferson,43.7568,13659
NY,-75.1413,Madrid,St. Lawrence,44.769,13660
NY,-76.082,Mannsville,Jefferson,43.7179,13661
NY,-74.8845,Massena,St. Lawrence,44.9322,13662
NY,-75.6453,Morristown,St. Lawrence,44.5843,13664
NY,-75.5039,Natural Bridge,Jefferson,44.063,13665
NY,-74.9423,Newton Falls,St. Lawrence,44.2177,13666
NY,-74.9577,Norfolk,St. Lawrence,44.8424,13667
NY,-74.9992,Norwood,St. Lawrence,44.7472,13668
NY,-75.4774,Ogdensburg,St. Lawrence,44.6902,13669
NY,-75.0659,Oswegatchie,St. Lawrence,44.1933,13670
NY,-75.623,Oxbow,Jefferson,44.2873,13671
NY,-74.7941,Parishville,St. Lawrence,44.5927,13672
NY,-75.7099,Philadelphia,Jefferson,44.1589,13673
NY,-76.0543,Pierrepont Manor,Jefferson,43.7334,13674
NY,-75.8496,Plessis,Jefferson,44.2774,13675
NY,-74.9681,Potsdam,St. Lawrence,44.6592,13676
NY,-75.1858,Pyrites,St. Lawrence,44.5148,13677
NY,-74.9798,Raymondville,St. Lawrence,44.8287,13678
NY,-75.815,Redwood,Jefferson,44.3211,13679
NY,-75.3237,Rensselaer Falls,St. Lawrence,44.5943,13680
NY,-75.3777,Richville,St. Lawrence,44.44,13681
NY,-75.8719,Rodman,Jefferson,43.8622,13682
NY,-74.731,Rooseveltown,St. Lawrence,44.9728,13683
NY,-75.1043,Russell,St. Lawrence,44.3824,13684
NY,-76.105,Sackets Harbor,Jefferson,43.9398,13685
NY,-74.8607,South Colton,St. Lawrence,44.5041,13687
NY,-75.033,Star Lake,St. Lawrence,44.1578,13690
NY,-75.8014,Theresa,Jefferson,44.2113,13691
NY,-76.0262,Thousand Island Park,Jefferson,44.2898,13692
NY,-76.2689,Three Mile Bay,Jefferson,44.0551,13693
NY,-75.2049,Waddington,St. Lawrence,44.8564,13694
NY,-74.9125,Wanakena,St. Lawrence,44.1408,13695
NY,-74.9,West Stockholm,St. Lawrence,44.6956,13696
NY,-74.8066,Winthrop,St. Lawrence,44.7583,13697
NY,-74.9813,Potsdam,St. Lawrence,44.6698,13699
NY,-75.5366,Afton,Chenango,42.2417,13730
NY,-74.7887,Andes,Delaware,42.1569,13731
NY,-76.1519,Apalachin,Tioga,42.0556,13732
NY,-75.4894,Bainbridge,Chenango,42.312,13733
NY,-76.3983,Barton,Tioga,42.0695,13734
NY,-76.192,Berkshire,Tioga,42.3074,13736
NY,-76.0973,Bible School Park,Broome,42.0805,13737
NY,-76.1238,Blodgett Mills,Cortland,42.5673,13738
NY,-74.8071,Bloomville,Delaware,42.3522,13739
NY,-74.7661,Bovina Center,Delaware,42.2709,13740
NY,-76.3322,Candor,Tioga,42.2063,13743
NY,-75.9087,Castle Creek,Broome,42.2568,13744
NY,-75.8728,Chenango Bridge,Broome,42.1738,13745
NY,-75.8462,Chenango Forks,Broome,42.2778,13746
NY,-74.9821,Colliersville,Otsego,42.5051,13747
NY,-75.8076,Conklin,Broome,42.0454,13748
NY,-75.7905,Corbettsville,Broome,42.0156,13749
NY,-74.8357,Davenport,Delaware,42.4711,13750
NY,-74.9013,Davenport Center,Delaware,42.4508,13751
NY,-75.1051,Delancey,Delaware,42.2884,13752
NY,-74.9207,Delhi,Delaware,42.2937,13753
NY,-75.4287,Deposit,Broome,42.0666,13754
NY,-75.0152,Downsville,Delaware,42.0716,13755
NY,-75.1226,East Branch,Delaware,42.0039,13756
NY,-74.8987,East Meredith,Delaware,42.4101,13757
NY,-75.7219,East Pharsalia,Chenango,42.5835,13758
NY,-76.0551,Endicott,Broome,42.1506,13760
NY,-76.0494,Endicott,Broome,42.0984,13761
NY,-76.021,Endwell,Broome,42.1129,13762
NY,-76.0494,Endicott,Broome,42.0984,13763
NY,-75.1594,Fishs Eddy,Delaware,41.9654,13774
NY,-75.1485,Franklin,Delaware,42.3421,13775
NY,-75.3257,Gilbertsville,Otsego,42.4715,13776
NY,-75.9805,Glen Aubrey,Broome,42.2573,13777
NY,-75.7342,Greene,Chenango,42.3401,13778
NY,-75.4823,Guilford,Chenango,42.4269,13780
NY,-74.9984,Hamden,Delaware,42.1787,13782
NY,-75.2647,Hancock,Delaware,41.9914,13783
NY,-76.2266,Harford,Cortland,42.4262,13784
NY,-74.6871,Harpersfield,Delaware,42.4499,13786
NY,-75.6545,Harpursville,Broome,42.1823,13787
NY,-74.6759,Hobart,Delaware,42.3594,13788
NY,-75.9685,Johnson City,Broome,42.1267,13790
